StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ra,consent,enrollment,idimp,idthink,idinfluence,idclub,idmusic,idrec,home,idyears_2,hiunc_1,hiunc_2,hiunc_3,lowunc_1,lowunc_2,lowunc_3,knownmanipcheck,time_negat_First Click,time_negat_Last Click,time_negat_Page Submit,time_negat_Click Count,unknownmanip,Time_First Click,Time_Last Click,Time_Page Submit,Time_Click Count,slangconf1,slangconf2,simstudent_1,uncertslang_1,entitdv_entitdv_1,entitdv_entitdv_2,entitdv_entitdv_3,entitdv_entitdv_4,entitdv_entitdv_5,entitdv_entitdv_6,entitdv_entitdv_7,entitdv_entitdv_8,entitdv_entitdv_9,enttextdv,protodv_protodv_1,protodv_protodv_2,protodv_protodv_3,protodv_protodv_4,protodv_protodv_5,hsuiddv_hsuiddv_1,hsuiddv_hsuiddv_2,hsuiddv_hsuiddv_3,hsuiddv_hsuiddv_4,hsuiddv_hsuiddv_5,hsuiddv_hsuiddv_6,hsuiddv_hsuiddv_7,hsuiddv_hsuiddv_8,hsuiddv_hsuiddv_9,uncdv_uncdv_1,uncdv_uncdv_2,uncdv_uncdv_3,uncdv_uncdv_4,uncdv_uncdv_5,ostdv_ostdv_1,ostdv_ostdv_2,ostdv_ostdv_3,ostdv_ostdv_4,ostdv_ostdv_5,ostdv_ostdv_6,ostdv_ostdv_7,ostdv_ostdv_8,ostdv_ostdv_9,ostdv_ostdv_10,ostdv_ostdv_11,gender,gender_4_TEXT,ethnicity,ethnicity_7_TEXT,classstand,age_4,nation,nation_2_TEXT,hiunc_2 - Topics
5/4/2017 17:30,5/4/2017 17:41,0,137.150.93.45,100,661,1,5/4/2017 17:41,R_1mXfihXMzkFK7EI,,,,,40.85360718,-124.0502014,anonymous,EN,de,1,1,7,5,5,1,2,1,4,2,,,,My grades,Family support,Friend support,,,,,,Some guy was being disrespectful in the quad,69.845,83.837,100.753,4,3,2,4,5,3,3,4,3,3,5,4,4,7,I think that most HSU students dress in a particular way unlike what you would see in the Southern California area. Their beliefs and how they talk are about the same as what I would see in a different area. I also see that there is a lot more use of marijuana and is more socially acceptable here than other places. ,3,3,5,5,3,3,5,5,3,5,3,3,5,3,4,5,3,3,2,5,3,5,3,4,4,2,3,1,3,3,2,,5,,2,20,1,,
5/5/2017 13:42,5/5/2017 14:05,0,137.150.93.36,100,1426,1,5/5/2017 14:05,R_3nDh5jrA0jeYxfu,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,6,5,6,1,2,2,2,0,My mental health,Oppressive leadership,The economy,,,,"A vagrant, possibly one of the ones who chooses to be poor for the ""glamour"" of poverty despite parental support, was trash-talking/self-righteously lecturing a slacker student in one of the more public areas on campus.  He then bragged about his superior understanding of the world to passersby, and afterward returned to a slummy area, possibly the one under the overpass near school.",83.936,383.808,392.319,9,,,,,,5,4,2,3,5,5,5,5,3,3,3,3,6,"HSU students dress in a way that varies from fashionable youth counterculture to what I would call ""Mountain casual"" (patent pending).  We tend to be more casual, comfortable, and cozy, and there's a lot of hippie and lumberjack inspired looks.  HSU attracts both local NorCal students and students from central or SoCal who wanted to get as far from home as possible.  We usually aren't big fans of the type of south-beach party lifestyle distinctive of, say, UC Santa Barbara.  Many of us felt out of place in our hometowns, and I suspect many of us come from less-than-nurturing homes.  We care a little less about prestige than students attending, say, UC Berkeley or UC Santa Cruz.  Many students were attracted to the forestry, wildlife, fishery, and botany programs.  I think many of us feel lost.  Maybe that's why I see us as having a common sense of fate but not having much organization.",5,5,5,5,4,4,5,5,5,5,5,5,5,4,7,7,7,6,6,4,3,5,4,3,4,4,4,4,5,2,2,,7,Mexican/Jewish,3,25,2,Not sure if English or Spanish/No estoy segura si fue ingles o espanol,
5/5/2017 14:52,5/5/2017 15:05,0,137.150.93.50,100,819,1,5/5/2017 15:05,R_OiFazA4BI4zFUY1,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,6,6,6,3,2,3,2,2,,,,making friends,getting a good grade,understanding an interesting topic,,,,,,"homeless looking Trimmigrant caused a scene in the quad by verbally attacking students with a comparison of his intelligence gained through drug use. he will likely be around tomorrow, doing the same thing",59.27,119.783,163.602,10,6,6,2,2,3,3,5,3,4,5,4,3,5,"the student body is split between local northern CA, CA in general, and transfer/foreign students. local students have a rural background, CA in general have an active/city background, and transfer/foreign students display a background of competence based on CA in general.",6,6,4,5,6,5,6,6,6,6,6,5,4,5,5,3,5,3,3,6,2,6,3,3,4,4,4,5,6,5,1,,6,,4,24,1,,
5/5/2017 14:50,5/5/2017 15:08,0,137.150.93.36,100,1079,1,5/5/2017 15:08,R_2dZkW3oNiSp0zcR,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,7,7,7,3,2,3,4,4,exams,roomates,papers,,,,A Student at HSU was performing in the HSU quad and was getting groovy with his performance.,43.08,43.08,156.626,1,,,,,,2,5,1,7,6,2,4,4,5,7,7,7,7,The HSU student body is unlike other University students in California due to the hippie culture it attracts.  ,6,6,6,6,4,6,6,6,6,6,6,5,5,5,6,6,6,1,1,6,2,5,3,2,6,4,6,1,5,1,2,,6,,3,22,1,,
5/5/2017 15:00,5/5/2017 15:14,0,137.150.123.135,100,866,1,5/5/2017 15:14,R_vN8OJs91BQ0DEvD,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,7,7,7,4,2,4,2,2,If I will be financial stable.,If my business will be successful.,If our society and environment are going to severely suffer due to the current political administration. ,,,,,,,,,"Someone was texting their friend asking if they saw what happened in the quad on campus. Apparently, there was this guy with a huge ego talking down to another HSU student, then turned to everyone around him and basically said he knows he's right.Then this person's friend asked what happened next. I am not sure exactly what the next message means, but I believe it means that everyone around him said the guy was a slob and went to drink(I am assuming that's what ""binner"" means). This person's friend replied with a statement along the lines of the people who trim weed are ridiculous and that they will probably see him tomorrow.",65.226,65.226,299.287,1,6,6,5,2,7,7,6,4,6,4,7,4,7,"The HSU student body is different from other CSU's because we are a group of students from all over trying to save the environment and society equal for all. We all have our different styles of clothing, beliefs, and personalities that make us all the more unique and unified. ",7,7,6,7,7,7,7,7,7,7,7,7,7,7,2,2,2,1,2,1,1,1,6,4,1,1,1,4,7,4,2,,6,,2,20,1,,
5/5/2017 16:02,5/5/2017 16:16,0,137.150.93.36,100,845,1,5/5/2017 16:16,R_popanoyovtnJJXH,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,7,6,6,4,2,3,2,2,,,,getting good grade,playing soccer and ultimate frisbee,going out with friends to fun events,Person A was describing how some weird guy was in the UC quad near the depot and was making a scene with another student. ,66.744,298.272,301.377,8,,,,,,6,6,5,2,6,6,5,4,4,4,5,4,7,"The HSU body is a really accepting group. I believe as a group we are seem and act a lot more liberal than other schools. Whenever I tell someone I go to Humboldt their first response is to ask me if I spoke pot. However, living up here I'm not surrounded by it as much and I view the HSU body as more of an accepting group of biologists and future park rangers. When it comes to how we dress I never feel like I'm ever too dressed down. I sometimes feel a little too over dressed but because of the accepting nature of the place I can push those insecurities away and wear really whatever I want. We have a very vast characteristics of people and personalities. ",6,6,6,6,6,6,7,6,6,6,6,6,6,7,1,2,1,1,1,3,2,2,5,6,2,2,2,4,6,3,2,,6,,2,19,1,,
5/5/2017 16:28,5/5/2017 16:35,0,137.150.93.36,100,455,1,5/5/2017 16:35,R_3hxvjAZeDBjDc07,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,4,4,5,3,2,3,2,1,life,people,school,,,,,,,,,"I do not know, but some sort of altercation.",53.049,53.049,81.136,1,2,2,2,6,4,3,4,4,3,2,2,2,6,People at Humboldt are different than other universities.,1,1,1,1,1,2,2,1,1,1,2,4,2,1,4,4,4,4,4,6,4,4,7,4,4,4,4,4,4,3,1,,5,,1,18,1,,
5/5/2017 16:55,5/5/2017 17:08,0,137.150.93.36,100,775,1,5/5/2017 17:08,R_1KjcvRnMSahyBEK,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,7,7,5,2,2,2,2,3,,,,I am smart ,I am resilient ,I am a fighter,A transit was in UC Quad ranting about something ,72.834,72.834,110.102,1,,,,,,3,5,2,5,5,5,2,3,4,5,4,4,5,"HSU tends to be more liberal and not judgmental, although there is people on campus who are. Overall HSU has a stereotype of being hippies, also the cannabis culture. Everyone is aware of the cannabis culture even if they do not participate themselves. HSU is a small campus so we are more close-nit, at least we can recognize people who attend HSU pretty easily.",5,6,6,6,5,7,5,7,7,7,7,7,6,7,2,6,6,2,1,3,2,5,4,1,1,1,1,1,1,1,2,,5,,2,21,1,,
5/5/2017 17:53,5/5/2017 18:10,0,137.150.93.36,100,994,1,5/5/2017 18:10,R_1FnZqUVs9a8GQtf,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,7,7,6,1,1,1,3,1,major,school environment,home environment,,,,,,,,,there was a conflict between a group of HSU students. when the individual that was  causing the argument was aware of what the others students were trying to cause problems with him. ,71.427,178.341,235.226,4,3,3,3,3,6,6,6,6,7,7,6,6,7,"What stands out the most about HSU students is the way we have changed the way we view things such as: composting and how we change the way we think, especially for those who are far away from home. I feel that the dress code of every individual doesn't really matter because every person has their style. In my perspective I feel that the way that us as HSU students think is what stands out to other CSU campuses.",6,4,4,7,4,7,7,7,7,7,7,7,7,7,4,7,7,7,4,5,5,5,5,5,4,4,4,4,5,4,2,,5,,1,19,2,spanish,
5/5/2017 17:54,5/5/2017 18:18,0,137.150.93.50,100,1488,1,5/5/2017 18:18,R_0Vts2P2RhZAqYQV,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,7,5,7,3,3,3,4,0,,,,Family and Friends,involvement in the Art community,past experiences,This is a text conversation between two people in which one asks the other if he saw a foolish person in the quad showing off and being disrespectful to a student that sleeps during class. The foolish person then turns to one of the people in the conversation and said he was aware of the truth. The person in the conversation that had the interaction with the foolish person in the quad goes on to say that the foolish person did not wear shoes and digs through garbage cans. The other person in the conversation shakes his head while stating that the foolish person was a foreign cannabis trimmer and that they would probably see them tomorrow.,71.178,400.827,708.951,12,,,,,,7,7,5,7,4,4,4,4,4,4,4,4,4,We are all pretty much equal other than the fact that we go to school in different areas. ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,1,4,1,4,1,4,1,,2,,3,33,1,,
5/5/2017 18:20,5/5/2017 18:38,0,137.150.93.36,100,1113,1,5/5/2017 18:38,R_ZDdQ7vnPtix2rTj,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,6,4,3,1,3,1,2,2,,,,Support from my family,My ability to get along with many people,My ability to understand different views on a topic,"Someone who was not a student and here to trim was acting crazy in the quad, telling off a guy who slept through class and claiming he was just aware of the actual truth.",82.271,82.271,211.196,1,,,,,,3,2,1,3,3,2,5,2,2,4,3,2,5,"Liberal ideas and beliefs, very inclusive, everyone seems to be ""woke"" not in a true sense but more in a way that most people seem to agree on the same ""truth"". As far as style, people seem to dress normally and fit for the weather. HSU students aren't the weird dressed ones, that's more so the locals.",3,2,2,4,1,3,2,6,2,5,5,5,3,1,6,6,6,6,2,2,2,3,6,4,1,1,1,1,5,7,1,,5,,2,19,1,,
5/5/2017 18:55,5/5/2017 19:08,0,137.150.93.36,100,749,1,5/5/2017 19:08,R_3sntKrl87w80xIt,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,7,7,7,1,2,4,1,4,graduate school,career choices ,paying back student loans,,,,,,,,,"A guy in Humboldt working as a seasonal trimmer and was being aggressive, possibly on drugs. ",73.627,162.669,178.287,3,3,1,1,7,7,7,3,4,7,7,7,7,7,"HSU students are very laid back. They do not dress very flashy and they are typically late. HSU students love mother earth, and always try their best to protect her. HSU students are also very passionate about helping the community and each other.",7,5,4,7,4,7,7,7,7,7,7,5,4,7,5,5,5,2,1,7,1,4,2,4,4,1,1,1,1,1,2,,6,,4,25,1,,
5/9/2017 8:59,5/9/2017 9:01,0,137.150.93.36,2,117,0,5/16/2017 9:02,R_3esPrjJC2KMTMEh,,,,,,,anonymous,EN,HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2017 13:53,8/22/2017 14:03,0,137.150.93.36,100,617,1,8/22/2017 14:03,R_1gT5QBAHeh1KgXV,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,7,6,6,1,1,3,3,0,,,,Music,My education,how far I've come as a person,,,,,,"someone texted his friend about a situation that happened on campus. Friend wasn't around. Someone was being savage according to the witness, and that guy looked at the witness and said he was very aware of things. People were talking bad about that guy as he left. THen the friend made a comment about the ridiculousness of the guy who came to humboldt just to trim weed. ",71.926,71.926,188.005,1,2,1,3,4,4,4,5,4,4,5,4,4,6,"I haven't been here long enough to know, but there seems to be a lot nicer people here, and a lot of chill people as well. ",4,4,3,4,4,4,5,5,5,6,4,4,4,4,2,1,2,4,4,5,4,5,1,1,4,4,4,4,1,1,1,,6,,3,22,1,,
8/31/2017 12:09,8/31/2017 12:28,0,137.150.93.36,100,1148,1,8/31/2017 12:28,R_20YUO8oLi5POly5,,,,,40.85360718,-124.0502014,anonymous,EN,JR,1,1,7,4,6,2,3,4,3,5,Political Climate,Climate Change,My Mental & Physical Health,,,,"Someone was being a douche in the quad towards a sleepy fellow student in the UC Quad.
He apparently doesn't wear shoes when walking around, takes visits to the garbage, and allegedly trims marijuana for cash.",55.188,63.484,158.099,3,,,,,,6,6,1,2,6,5,4,1,5,6,7,6,5,"I think our entire campus is generally liberal, whether it comes from a genuinely informed, educated place or not. Our culture compared to others in California, though, is much more laid-back. Many students call their professors by their first name and might even visit their houses or have dinner and a glass of wine. We are much more laid back in dress and appearance as well, even in the night life.",6,7,1,6,7,5,7,7,6,6,6,6,2,5,4,5,5,3,5,7,1,1,6,6,1,1,1,6,5,6,1,,1,,4,21,1,,
8/31/2017 19:05,8/31/2017 19:09,0,137.150.93.45,2,211,0,9/7/2017 19:09,R_1oF0dah7hmLzLbK,,,,,,,anonymous,EN,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2017 16:51,9/8/2017 17:01,0,137.150.123.27,100,620,1,9/8/2017 17:01,R_3LZ8NdMJwqxo5KN,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,7,5,5,1,1,2,1,0,Body illness,bad decisions,financial state,,,,,,,,,There wasa disagreement at the quad between an out of towner and a local,27.558,108.583,114.483,11,3,3,1,6,5,5,5,5,5,5,5,4,4,I havent been here long enough to have this opinion. So far the connecting themes I see is everyone is nice and lots of people smoke weed.,5,2,2,5,1,7,6,5,6,6,5,6,4,4,5,5,5,5,2,6,4,4,4,4,4,4,4,4,2,5,1,,6,,3,42,1,,
9/8/2017 16:51,9/8/2017 17:02,0,137.150.123.76,100,679,1,9/8/2017 17:02,R_W2Pz7cIR0ZWSXHH,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,7,5,4,1,2,2,3,1,How prepared I am to go on to graduate school.,lack of confidence in abilities,Not sure what I am passionate about,,,,Someone was being rude on campus towards another HSU student,93.673,93.673,156.445,1,,,,,,3,5,1,6,4,4,6,5,5,3,6,3,5,I think a lot of them are more calm and open minded,5,5,4,6,6,6,6,6,5,6,6,6,6,4,7,6,6,7,4,5,1,2,4,4,4,1,1,1,3,1,2,,5,,4,25,2,Spanish,
9/8/2017 16:51,9/8/2017 17:03,0,137.150.123.80,100,719,1,9/8/2017 17:03,R_cYFZHiKXU1FxXDb,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,4,3,3,1,2,1,2,4,,,,Reading,Exercise,Self-control,,,,,,A homeless Christian was preaching loudly in the quad and annoyed everyone,54.697,102.066,109.271,5,2,2,1,7,3,2,2,2,4,4,5,2,2,"The HSU student body is typically nuevo-hippy. Most think that they are ""woke,"" but in reality are using the disguise of enlightenment as a shield against their own fragile identity. They are argumentative, rude, and only engage in behaviors that affirm their newly adopted world views. They may scream at you for using a plastic cup but go to great lengths to adorn their body with plastic jewelry. They may say that they like the Grateful Dead but cannot name a single album (""greatest hits"" don't count). They are often implicitly racist but engage in reaction formation, or attempting to be overtly ""non-racist"" to counteract their true feelings. ",4,3,2,6,4,2,6,3,3,2,2,2,2,2,3,2,2,2,6,7,2,6,4,4,4,4,5,7,1,7,2,,6,,4,22,1,,
9/8/2017 16:51,9/8/2017 17:07,0,137.150.123.103,100,944,1,9/8/2017 17:07,R_2zHmTxQhAFKnRzH,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,7,5,6,1,2,3,3,1,,,,My grad school plans,My Job,My internship,,,,,,"Hey friend did you see what happened in the quad? No I had to go to class but does it have to deal with that person? Yeah this guy was showing off a lot and insulting this tired person. Then he turned to us an said he was very aware of social justice issues. Then what happened? I don't know but people said he was a ?, I think he eventually went to jail? Shaking my head, those people who come to Humboldt to trim marijuana, we'll probably see him tomorrow ",73.53,254.761,258.189,8,3,3,2,5,5,5,4,4,5,5,5,5,5,HSU students are passionate about environmentalism. They appreciate the natural beauty of Humboldt county. They are passionate about social justice and community. They have a stereotype of being stoners. They dress in hiking clothes and waterproof clothing often due to the frequent rain. ,5,5,5,5,4,5,6,5,7,7,6,5,5,4,5,5,5,3,2,3,3,3,4,4,2,2,2,2,2,1,2,,6,,4,22,1,,
9/8/2017 16:50,9/8/2017 17:07,0,137.150.123.79,100,1015,1,9/8/2017 17:07,R_3Ryn5OmHpUMaF71,,,,,40.85360718,-124.0502014,anonymous,EN,BC,1,1,6,7,5,1,1,1,1,2,,,,Dancing,Writing,Reading,A weird person was hanging out in the student center and started insulting and disrespecting people. The texters thought the person might have been a drug addict or pot farmer.,47.635,47.635,101.423,1,,,,,,3,3,1,6,6,5,3,3,5,4,4,3,5,"Fairly progressive, casual dress, studious",3,6,2,4,4,5,5,6,6,5,4,3,3,2,5,5,5,7,4,7,7,7,3,4,5,4,4,2,2,1,1,,5,,4,25,1,,
9/8/2017 16:51,9/8/2017 17:08,0,137.150.123.31,100,1047,1,9/8/2017 17:08,R_3CUUUoURRwaNvfQ,,,,,40.85360718,-124.0502014,anonymous,EN,ZW,1,1,7,5,5,3,4,4,2,4,,,,cooperative,helpful,instruction,"The person told to his close friend that there is one person showed off and was not respectful in the class, and sleep through the class, but he realized the truth later, and people said he didn't wear shoes, he will be homeless eventually. And the person he texted to said these drug people are crazy and they probably will see him tomorrow.",145.233,379.559,404.27,6,,,,,,3,3,1,7,5,5,4,5,4,4,3,3,6,"People here didn't care about what people dressed. People here are talkative, openness, and usually friendly. A lot of people like drugs. ",7,2,4,6,2,5,5,4,5,5,4,4,4,4,5,5,5,5,5,3,3,3,5,5,3,3,3,5,5,5,2,,7,Asian,5,25,2,Chinese,
9/11/2017 11:16,9/11/2017 11:44,0,137.150.93.36,100,1638,1,9/11/2017 11:44,R_2VxxaJTzOaunzAD,,,,,40.85360718,-124.0502014,anonymous,EN,JC,1,1,7,6,7,1,1,1,3,0,,,,My family,My friends,My motivation,A person is informing his close friend about what happened that day about a guy who they do not like was being mean to other student and how they are going to confront him tomorrow.,88.888,88.888,228.408,1,,,,,,5,5,3,3,5,6,3,4,5,5,6,6,7,"Humboldt State students are very laid-back in terms to other schools. They don't wear shoes all the time, some of them look like they do not shower regularly. Most are very liberal in terms of their political beliefs and talk just about the same as anywhere else.",6,6,4,5,6,6,7,7,6,6,6,5,5,6,6,3,3,2,2,4,2,2,4,4,2,2,2,4,5,2,2,,5,,3,19,1,,
9/6/2017 16:15,9/6/2017 16:16,0,137.150.93.36,2,40,0,9/13/2017 16:16,R_24qPEhmsMMBapHq,,,,,,,anonymous,EN,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2017 17:32,9/13/2017 17:49,0,137.150.93.50,100,966,1,9/13/2017 17:49,R_UGwOyoEGTdMlw5z,,,,,40.85360718,-124.0502014,anonymous,EN,ST,1,1,6,6,7,1,2,2,4,17,future,death,health,,,,an argument between two students at school who did not like each other and used words to boost their ego while talking down about others.,172.732,243.264,245.693,8,,,,,,6,6,1,3,5,5,5,5,6,5,7,6,3,The students are alittle more liberal because of the culture. The school is less diverse than other southern California colleges. ,5,5,5,5,5,6,6,6,5,6,5,5,4,4,6,6,6,5,3,7,5,5,2,2,2,5,5,1,6,1,2,,6,,2,35,1,,
9/14/2017 11:00,9/14/2017 11:16,0,137.150.93.36,100,948,1,9/14/2017 11:16,R_6D3eqWwEgxnfCEN,,,,,40.85360718,-124.0502014,anonymous,EN,KS,1,1,7,6,3,1,3,4,2,1,,,,My ability to organize my schedule,Friends,Being adventrous,,,,,,"There was most likely a local that was under the influence of drugs in the quad, and the students witness the event unfold. Most likely while they were walking to class.",38.899,88.644,183.747,4,5,5,3,4,5,5,1,3,1,4,5,6,5,"I believe that everyone is more open than other school campus I have been on. In the sense of how they dress and express themselves, like I have seen many people walk around barefoot while on other campus i have never seen that. Also we have many students who are considered homeless on campus, while many other campus do not have such a big issue.",5,3,6,7,5,7,7,7,7,4,7,6,5,6,1,1,1,1,1,1,1,1,7,7,1,1,1,7,6,4,2,,5,,1,18,1,,
9/14/2017 12:48,9/14/2017 12:59,0,137.150.93.36,100,620,1,9/14/2017 12:59,R_211DFQhPrK2aFho,,,,,40.85360718,-124.0502014,anonymous,EN,JR,1,1,7,5,5,1,2,1,3,1,Poor grades,Not belonging to a group,Feeling mostly uncomfortable or depressed daily,,,,A male was being disrespectful to someone in the quad.,81.01,81.01,119.277,1,,,,,,5,3,1,3,5,4,3,4,3,5,6,6,5,"HSU students emphasize egalitarian values, environmentally friendly procedures, and being themselves instead of an aesthetic (most generally). In my experience, I believe HSU students use less slang than students at other universities, but I am also older than the majority of students and have made friends off campus.",3,5,4,5,4,6,6,7,7,7,7,6,6,6,6,4,5,3,1,5,1,3,1,1,5,5,4,1,3,1,2,,6,,4,27,1,,
9/15/2017 13:13,9/15/2017 13:40,0,137.150.93.36,100,1624,1,9/15/2017 13:40,R_2BkuukyPrvXyjY4,,,,,40.85360718,-124.0502014,anonymous,EN,na,1,1,7,6,6,2,2,2,2,0,,,,grades,work experiences,understanding ,,,,,,some trimmer disrespected a student because he thought he was more aware of the real truth of something. Maybe he went to jail? They might see him tomorrow?,86.89,86.89,159.606,1,3,3,1,6,5,5,6,4,4,5,6,3,6,"The students that are from Southern California talk and dress the same- they say ""hella"" and the girls wear skimpy clothes that are quasi-hippie/sporty. The Northern Californians seem to be the more outdoorsy/forestry/wildlife type that wear flannel and hiking boots and stay within that like-minded sphere. There are a lot of hippies that I can't tell where they're from or if they even go to HSU. They have dredlocks, do yoga on the lawn, and don't seem to ever need to go to class or study. Then you have your athletes who mainly wear HSU clothes 24/7 and are only seen with other athletes. ",5,5,5,5,4,3,5,5,5,6,6,6,5,5,7,7,7,7,6,6,5,6,4,4,5,3,6,2,2,1,2,,6,,3,25,1,,
9/8/2017 16:50,9/8/2017 16:51,0,137.150.123.24,7,78,0,9/15/2017 16:52,R_DouU8UIxA9QVsoV,,,,,,,anonymous,EN,BC,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2017 16:50,9/8/2017 16:52,0,137.150.123.28,5,96,0,9/15/2017 16:52,R_eRG5ATe2LguH681,,,,,,,anonymous,EN,BC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2017 17:20,9/8/2017 17:21,0,137.150.93.36,2,34,0,9/15/2017 17:21,R_1K3f3YdqT1r8n8N,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
